orden_id,linea,producto_id,cantidad_unidades,precio_unitario,descuento_pct,new_key,es_duplicado,new_key_original,motivo_rechazo
ORD-004385,3,P-0033,14,0.0,0,ORD-004385_P-0033_3_14_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000506,2,P-0050,27,4.28,5,ORD-000506_P-0050_2_27_4.28,True,ORD-000506_P-0050_2_27_4.28,❌ Registro duplicado (CRÍTICO - ORD-000506_P-0050_2_27_4.28 ya existe en data limpia)
ORD-000905,4,P-0057,11,7.01,5,ORD-000905_P-0057_4_11_7.01,True,ORD-000905_P-0057_4_11_7.01,❌ Registro duplicado (CRÍTICO - ORD-000905_P-0057_4_11_7.01 ya existe en data limpia)
ORD-000797,3,P-0063,17,0.0,0,ORD-000797_P-0063_3_17_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002284,3,P-0076,12,0.0,5,ORD-002284_P-0076_3_12_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002214,4,P-0062,6,2.42,5,ORD-002214_P-0062_4_6_2.42,True,ORD-002214_P-0062_4_6_2.42,❌ Registro duplicado (CRÍTICO - ORD-002214_P-0062_4_6_2.42 ya existe en data limpia)
ORD-005243,4,P-0085,15,7.26,5,ORD-005243_P-0085_4_15_7.26,True,ORD-005243_P-0085_4_15_7.26,❌ Registro duplicado (CRÍTICO - ORD-005243_P-0085_4_15_7.26 ya existe en data limpia)
ORD-001087,2,P-0044,25,0.0,0,ORD-001087_P-0044_2_25_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000009,5,P-0068,-8,1.54,0,ORD-000009_P-0068_5_-8_1.54,False,,cantidad_unidades: debe ser > 0 (valor: -8)
ORD-002300,1,P-0067,7,0.0,8,ORD-002300_P-0067_1_7_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003816,4,P-0045,26,6.17,0,ORD-003816_P-0045_4_26_6.17,True,ORD-003816_P-0045_4_26_6.17,❌ Registro duplicado (CRÍTICO - ORD-003816_P-0045_4_26_6.17 ya existe en data limpia)
ORD-002379,6,P-0088,35,4.61,0,ORD-002379_P-0088_6_35_4.61,True,ORD-002379_P-0088_6_35_4.61,❌ Registro duplicado (CRÍTICO - ORD-002379_P-0088_6_35_4.61 ya existe en data limpia)
ORD-004941,2,P-0012,32,0.0,0,ORD-004941_P-0012_2_32_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002650,1,P-0070,-12,1.6,0,ORD-002650_P-0070_1_-12_1.6,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-001033,2,P-0066,-9,2.79,0,ORD-001033_P-0066_2_-9_2.79,False,,cantidad_unidades: debe ser > 0 (valor: -9)
ORD-001496,1,P-0099,3,0.0,0,ORD-001496_P-0099_1_3_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001071,6,P-0083,-10,3.75,0,ORD-001071_P-0083_6_-10_3.75,False,,cantidad_unidades: debe ser > 0 (valor: -10)
ORD-005123,5,P-0070,34,1.5,8,ORD-005123_P-0070_5_34_1.5,True,ORD-005123_P-0070_5_34_1.5,❌ Registro duplicado (CRÍTICO - ORD-005123_P-0070_5_34_1.5 ya existe en data limpia)
ORD-004767,1,P-0049,10,0.0,0,ORD-004767_P-0049_1_10_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001120,4,P-0044,32,1.88,5,ORD-001120_P-0044_4_32_1.88,True,ORD-001120_P-0044_4_32_1.88,❌ Registro duplicado (CRÍTICO - ORD-001120_P-0044_4_32_1.88 ya existe en data limpia)
ORD-002662,1,P-0063,14,4.73,0,ORD-002662_P-0063_1_14_4.73,True,ORD-002662_P-0063_1_14_4.73,❌ Registro duplicado (CRÍTICO - ORD-002662_P-0063_1_14_4.73 ya existe en data limpia)
ORD-002459,1,P-0027,-6,3.68,8,ORD-002459_P-0027_1_-6_3.68,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-004968,3,P-0087,18,0.0,0,ORD-004968_P-0087_3_18_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004506,1,P-0061,29,5.38,15,ORD-004506_P-0061_1_29_5.38,True,ORD-004506_P-0061_1_29_5.38,❌ Registro duplicado (CRÍTICO - ORD-004506_P-0061_1_29_5.38 ya existe en data limpia)
ORD-003143,1,P-0084,33,3.85,0,ORD-003143_P-0084_1_33_3.85,True,ORD-003143_P-0084_1_33_3.85,❌ Registro duplicado (CRÍTICO - ORD-003143_P-0084_1_33_3.85 ya existe en data limpia)
ORD-005293,3,P-0075,42,5.84,0,ORD-005293_P-0075_3_42_5.84,True,ORD-005293_P-0075_3_42_5.84,❌ Registro duplicado (CRÍTICO - ORD-005293_P-0075_3_42_5.84 ya existe en data limpia)
ORD-002636,3,P-0054,-1,5.19,0,ORD-002636_P-0054_3_-1_5.19,False,,cantidad_unidades: debe ser > 0 (valor: -1)
ORD-003059,4,P-0029,4,0.0,0,ORD-003059_P-0029_4_4_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003783,2,P-0037,-12,7.3,0,ORD-003783_P-0037_2_-12_7.3,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-005446,1,P-0096,26,0.0,10,ORD-005446_P-0096_1_26_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002966,3,P-0001,18,0.0,0,ORD-002966_P-0001_3_18_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004741,2,P-0010,36,0.0,0,ORD-004741_P-0010_2_36_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002748,2,P-0119,2,0.0,0,ORD-002748_P-0119_2_2_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003905,1,P-0119,8,0.0,0,ORD-003905_P-0119_1_8_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004307,3,P-0093,37,5.18,10,ORD-004307_P-0093_3_37_5.18,True,ORD-004307_P-0093_3_37_5.18,❌ Registro duplicado (CRÍTICO - ORD-004307_P-0093_3_37_5.18 ya existe en data limpia)
ORD-002127,4,P-0050,-4,4.23,10,ORD-002127_P-0050_4_-4_4.23,False,,cantidad_unidades: debe ser > 0 (valor: -4)
ORD-001121,6,P-0004,28,5.9,0,ORD-001121_P-0004_6_28_5.9,True,ORD-001121_P-0004_6_28_5.9,❌ Registro duplicado (CRÍTICO - ORD-001121_P-0004_6_28_5.9 ya existe en data limpia)
ORD-003816,3,P-0116,43,4.01,10,ORD-003816_P-0116_3_43_4.01,True,ORD-003816_P-0116_3_43_4.01,❌ Registro duplicado (CRÍTICO - ORD-003816_P-0116_3_43_4.01 ya existe en data limpia)
ORD-000974,3,P-0089,43,0.0,15,ORD-000974_P-0089_3_43_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001088,6,P-0064,-6,6.12,5,ORD-001088_P-0064_6_-6_6.12,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-001205,3,P-0029,27,2.64,0,ORD-001205_P-0029_3_27_2.64,True,ORD-001205_P-0029_3_27_2.64,❌ Registro duplicado (CRÍTICO - ORD-001205_P-0029_3_27_2.64 ya existe en data limpia)
ORD-002103,1,P-0007,15,0.0,15,ORD-002103_P-0007_1_15_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000948,2,P-0040,48,6.8,8,ORD-000948_P-0040_2_48_6.8,True,ORD-000948_P-0040_2_48_6.8,❌ Registro duplicado (CRÍTICO - ORD-000948_P-0040_2_48_6.8 ya existe en data limpia)
ORD-003419,4,P-0010,23,0.0,15,ORD-003419_P-0010_4_23_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000503,1,P-0008,7,0.0,0,ORD-000503_P-0008_1_7_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001150,3,P-0099,-2,4.34,15,ORD-001150_P-0099_3_-2_4.34,False,,cantidad_unidades: debe ser > 0 (valor: -2)
ORD-003875,3,P-0023,15,2.27,8,ORD-003875_P-0023_3_15_2.27,True,ORD-003875_P-0023_3_15_2.27,❌ Registro duplicado (CRÍTICO - ORD-003875_P-0023_3_15_2.27 ya existe en data limpia)
ORD-005004,2,P-0018,-8,2.79,10,ORD-005004_P-0018_2_-8_2.79,False,,cantidad_unidades: debe ser > 0 (valor: -8)
ORD-000849,1,P-0117,-1,4.35,0,ORD-000849_P-0117_1_-1_4.35,False,,cantidad_unidades: debe ser > 0 (valor: -1)
ORD-005240,2,P-0025,14,2.87,0,ORD-005240_P-0025_2_14_2.87,True,ORD-005240_P-0025_2_14_2.87,❌ Registro duplicado (CRÍTICO - ORD-005240_P-0025_2_14_2.87 ya existe en data limpia)
ORD-004720,1,P-0044,10,0.0,15,ORD-004720_P-0044_1_10_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002688,1,P-0064,25,0.0,0,ORD-002688_P-0064_1_25_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003733,2,P-0101,33,4.59,0,ORD-003733_P-0101_2_33_4.59,True,ORD-003733_P-0101_2_33_4.59,❌ Registro duplicado (CRÍTICO - ORD-003733_P-0101_2_33_4.59 ya existe en data limpia)
ORD-001501,5,P-0113,29,2.64,0,ORD-001501_P-0113_5_29_2.64,True,ORD-001501_P-0113_5_29_2.64,❌ Registro duplicado (CRÍTICO - ORD-001501_P-0113_5_29_2.64 ya existe en data limpia)
ORD-005192,5,P-0073,27,0.0,15,ORD-005192_P-0073_5_27_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003031,1,P-0067,-2,6.16,0,ORD-003031_P-0067_1_-2_6.16,False,,cantidad_unidades: debe ser > 0 (valor: -2)
ORD-001266,2,P-0075,-6,5.66,10,ORD-001266_P-0075_2_-6_5.66,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-005512,3,P-0066,42,2.85,0,ORD-005512_P-0066_3_42_2.85,True,ORD-005512_P-0066_3_42_2.85,❌ Registro duplicado (CRÍTICO - ORD-005512_P-0066_3_42_2.85 ya existe en data limpia)
ORD-000497,2,P-0053,-5,7.37,0,ORD-000497_P-0053_2_-5_7.37,False,,cantidad_unidades: debe ser > 0 (valor: -5)
ORD-002233,3,P-0031,9,3.26,0,ORD-002233_P-0031_3_9_3.26,True,ORD-002233_P-0031_3_9_3.26,❌ Registro duplicado (CRÍTICO - ORD-002233_P-0031_3_9_3.26 ya existe en data limpia)
ORD-001962,3,P-0083,17,3.81,0,ORD-001962_P-0083_3_17_3.81,True,ORD-001962_P-0083_3_17_3.81,❌ Registro duplicado (CRÍTICO - ORD-001962_P-0083_3_17_3.81 ya existe en data limpia)
ORD-003453,1,P-0020,6,0.0,0,ORD-003453_P-0020_1_6_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001301,1,P-0015,47,3.44,10,ORD-001301_P-0015_1_47_3.44,True,ORD-001301_P-0015_1_47_3.44,❌ Registro duplicado (CRÍTICO - ORD-001301_P-0015_1_47_3.44 ya existe en data limpia)
ORD-001302,3,P-0050,-6,4.42,0,ORD-001302_P-0050_3_-6_4.42,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-001736,2,P-0098,38,4.62,15,ORD-001736_P-0098_2_38_4.62,True,ORD-001736_P-0098_2_38_4.62,❌ Registro duplicado (CRÍTICO - ORD-001736_P-0098_2_38_4.62 ya existe en data limpia)
ORD-003306,4,P-0082,16,5.53,0,ORD-003306_P-0082_4_16_5.53,True,ORD-003306_P-0082_4_16_5.53,❌ Registro duplicado (CRÍTICO - ORD-003306_P-0082_4_16_5.53 ya existe en data limpia)
ORD-003022,1,P-0043,31,4.83,15,ORD-003022_P-0043_1_31_4.83,True,ORD-003022_P-0043_1_31_4.83,❌ Registro duplicado (CRÍTICO - ORD-003022_P-0043_1_31_4.83 ya existe en data limpia)
ORD-000427,3,P-0049,12,2.45,8,ORD-000427_P-0049_3_12_2.45,True,ORD-000427_P-0049_3_12_2.45,❌ Registro duplicado (CRÍTICO - ORD-000427_P-0049_3_12_2.45 ya existe en data limpia)
ORD-002834,5,P-0033,15,0.0,5,ORD-002834_P-0033_5_15_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002326,2,P-0110,40,0.0,15,ORD-002326_P-0110_2_40_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004850,3,P-0022,18,1.66,0,ORD-004850_P-0022_3_18_1.66,True,ORD-004850_P-0022_3_18_1.66,❌ Registro duplicado (CRÍTICO - ORD-004850_P-0022_3_18_1.66 ya existe en data limpia)
ORD-002229,1,P-0026,27,0.0,5,ORD-002229_P-0026_1_27_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002368,3,P-0088,-4,4.52,0,ORD-002368_P-0088_3_-4_4.52,False,,cantidad_unidades: debe ser > 0 (valor: -4)
ORD-002104,3,P-0055,-3,5.02,5,ORD-002104_P-0055_3_-3_5.02,False,,cantidad_unidades: debe ser > 0 (valor: -3)
ORD-004181,4,P-0031,45,3.12,0,ORD-004181_P-0031_4_45_3.12,True,ORD-004181_P-0031_4_45_3.12,❌ Registro duplicado (CRÍTICO - ORD-004181_P-0031_4_45_3.12 ya existe en data limpia)
ORD-000656,2,P-0118,25,0.0,10,ORD-000656_P-0118_2_25_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003852,2,P-0033,11,0.0,15,ORD-003852_P-0033_2_11_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002137,1,P-0060,40,4.2,0,ORD-002137_P-0060_1_40_4.2,True,ORD-002137_P-0060_1_40_4.2,❌ Registro duplicado (CRÍTICO - ORD-002137_P-0060_1_40_4.2 ya existe en data limpia)
ORD-005035,1,P-0109,32,0.0,0,ORD-005035_P-0109_1_32_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001121,5,P-0030,24,2.26,0,ORD-001121_P-0030_5_24_2.26,True,ORD-001121_P-0030_5_24_2.26,❌ Registro duplicado (CRÍTICO - ORD-001121_P-0030_5_24_2.26 ya existe en data limpia)
ORD-005149,6,P-0010,-6,6.56,0,ORD-005149_P-0010_6_-6_6.56,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-004832,4,P-0110,17,0.0,0,ORD-004832_P-0110_4_17_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001751,3,P-0050,33,0.0,5,ORD-001751_P-0050_3_33_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-005008,4,P-0005,-10,5.74,0,ORD-005008_P-0005_4_-10_5.74,False,,cantidad_unidades: debe ser > 0 (valor: -10)
ORD-004342,3,P-0030,-12,2.25,5,ORD-004342_P-0030_3_-12_2.25,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-004994,1,P-0118,-8,4.76,0,ORD-004994_P-0118_1_-8_4.76,False,,cantidad_unidades: debe ser > 0 (valor: -8)
ORD-000503,4,P-0088,19,4.63,15,ORD-000503_P-0088_4_19_4.63,True,ORD-000503_P-0088_4_19_4.63,❌ Registro duplicado (CRÍTICO - ORD-000503_P-0088_4_19_4.63 ya existe en data limpia)
ORD-004506,3,P-0051,31,4.57,8,ORD-004506_P-0051_3_31_4.57,True,ORD-004506_P-0051_3_31_4.57,❌ Registro duplicado (CRÍTICO - ORD-004506_P-0051_3_31_4.57 ya existe en data limpia)
ORD-005519,1,P-0019,11,3.51,10,ORD-005519_P-0019_1_11_3.51,True,ORD-005519_P-0019_1_11_3.51,❌ Registro duplicado (CRÍTICO - ORD-005519_P-0019_1_11_3.51 ya existe en data limpia)
ORD-005088,2,P-0069,32,1.52,0,ORD-005088_P-0069_2_32_1.52,True,ORD-005088_P-0069_2_32_1.52,❌ Registro duplicado (CRÍTICO - ORD-005088_P-0069_2_32_1.52 ya existe en data limpia)
ORD-000948,1,P-0016,40,5.25,0,ORD-000948_P-0016_1_40_5.25,True,ORD-000948_P-0016_1_40_5.25,❌ Registro duplicado (CRÍTICO - ORD-000948_P-0016_1_40_5.25 ya existe en data limpia)
ORD-004677,4,P-0062,4,0.0,15,ORD-004677_P-0062_4_4_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000137,6,P-0048,-10,1.57,5,ORD-000137_P-0048_6_-10_1.57,False,,cantidad_unidades: debe ser > 0 (valor: -10)
ORD-000089,4,P-0071,25,8.88,5,ORD-000089_P-0071_4_25_8.88,True,ORD-000089_P-0071_4_25_8.88,❌ Registro duplicado (CRÍTICO - ORD-000089_P-0071_4_25_8.88 ya existe en data limpia)
ORD-003474,2,P-0055,-2,5.08,15,ORD-003474_P-0055_2_-2_5.08,False,,cantidad_unidades: debe ser > 0 (valor: -2)
ORD-000052,4,P-0023,-2,2.27,0,ORD-000052_P-0023_4_-2_2.27,False,,cantidad_unidades: debe ser > 0 (valor: -2)
ORD-005328,1,P-0073,24,0.0,0,ORD-005328_P-0073_1_24_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001115,1,P-0005,40,0.0,0,ORD-001115_P-0005_1_40_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002201,3,P-0053,45,7.72,8,ORD-002201_P-0053_3_45_7.72,True,ORD-002201_P-0053_3_45_7.72,❌ Registro duplicado (CRÍTICO - ORD-002201_P-0053_3_45_7.72 ya existe en data limpia)
ORD-004344,2,P-0027,10,0.0,0,ORD-004344_P-0027_2_10_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003923,6,P-0025,-7,3.05,15,ORD-003923_P-0025_6_-7_3.05,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-001046,5,P-0009,19,0.0,8,ORD-001046_P-0009_5_19_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000703,1,P-0006,7,0.0,10,ORD-000703_P-0006_1_7_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002735,1,P-0094,-8,5.73,0,ORD-002735_P-0094_1_-8_5.73,False,,cantidad_unidades: debe ser > 0 (valor: -8)
ORD-000905,2,P-0084,35,4.05,0,ORD-000905_P-0084_2_35_4.05,True,ORD-000905_P-0084_2_35_4.05,❌ Registro duplicado (CRÍTICO - ORD-000905_P-0084_2_35_4.05 ya existe en data limpia)
ORD-000248,2,P-0046,35,3.08,0,ORD-000248_P-0046_2_35_3.08,True,ORD-000248_P-0046_2_35_3.08,❌ Registro duplicado (CRÍTICO - ORD-000248_P-0046_2_35_3.08 ya existe en data limpia)
ORD-001120,1,P-0088,2,4.46,0,ORD-001120_P-0088_1_2_4.46,True,ORD-001120_P-0088_1_2_4.46,❌ Registro duplicado (CRÍTICO - ORD-001120_P-0088_1_2_4.46 ya existe en data limpia)
ORD-004521,2,P-0050,-7,4.56,0,ORD-004521_P-0050_2_-7_4.56,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-000369,1,P-0089,8,0.0,5,ORD-000369_P-0089_1_8_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002252,3,P-0102,24,3.17,0,ORD-002252_P-0102_3_24_3.17,True,ORD-002252_P-0102_3_24_3.17,❌ Registro duplicado (CRÍTICO - ORD-002252_P-0102_3_24_3.17 ya existe en data limpia)
ORD-003075,4,P-0028,-3,0.0,0,ORD-003075_P-0028_4_-3_0.0,False,,cantidad_unidades: debe ser > 0 (valor: -3) | precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001198,3,P-0109,48,0.0,5,ORD-001198_P-0109_3_48_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001632,4,P-0109,12,6.05,5,ORD-001632_P-0109_4_12_6.05,True,ORD-001632_P-0109_4_12_6.05,❌ Registro duplicado (CRÍTICO - ORD-001632_P-0109_4_12_6.05 ya existe en data limpia)
ORD-000267,5,P-0012,-6,3.16,10,ORD-000267_P-0012_5_-6_3.16,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-002494,1,P-0058,32,6.48,0,ORD-002494_P-0058_1_32_6.48,True,ORD-002494_P-0058_1_32_6.48,❌ Registro duplicado (CRÍTICO - ORD-002494_P-0058_1_32_6.48 ya existe en data limpia)
ORD-003417,1,P-0064,34,6.09,15,ORD-003417_P-0064_1_34_6.09,True,ORD-003417_P-0064_1_34_6.09,❌ Registro duplicado (CRÍTICO - ORD-003417_P-0064_1_34_6.09 ya existe en data limpia)
ORD-002028,2,P-0076,20,2.27,0,ORD-002028_P-0076_2_20_2.27,True,ORD-002028_P-0076_2_20_2.27,❌ Registro duplicado (CRÍTICO - ORD-002028_P-0076_2_20_2.27 ya existe en data limpia)
ORD-004816,1,P-0044,-12,1.95,0,ORD-004816_P-0044_1_-12_1.95,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-003258,3,P-0077,7,3.73,0,ORD-003258_P-0077_3_7_3.73,True,ORD-003258_P-0077_3_7_3.73,❌ Registro duplicado (CRÍTICO - ORD-003258_P-0077_3_7_3.73 ya existe en data limpia)
ORD-004521,2,P-0050,-7,4.56,0,ORD-004521_P-0050_2_-7_4.56,True,ORD-004521_P-0050_2_-7_4.56,❌ Registro duplicado (CRÍTICO - ORD-004521_P-0050_2_-7_4.56 ya existe en data limpia) | cantidad_unidades: debe ser > 0 (valor: -7)
ORD-001962,2,P-0019,47,3.6,0,ORD-001962_P-0019_2_47_3.6,True,ORD-001962_P-0019_2_47_3.6,❌ Registro duplicado (CRÍTICO - ORD-001962_P-0019_2_47_3.6 ya existe en data limpia)
ORD-000882,2,P-0015,30,0.0,0,ORD-000882_P-0015_2_30_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004952,4,P-0998,41,2.35,10,ORD-004952_P-0998_4_41_2.35,True,ORD-004952_P-0998_4_41_2.35,❌ Registro duplicado (CRÍTICO - ORD-004952_P-0998_4_41_2.35 ya existe en data limpia)
ORD-000506,1,P-0084,22,4.12,15,ORD-000506_P-0084_1_22_4.12,True,ORD-000506_P-0084_1_22_4.12,❌ Registro duplicado (CRÍTICO - ORD-000506_P-0084_1_22_4.12 ya existe en data limpia)
ORD-004680,1,P-0084,13,0.0,0,ORD-004680_P-0084_1_13_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001046,2,P-0077,7,3.76,0,ORD-001046_P-0077_2_7_3.76,True,ORD-001046_P-0077_2_7_3.76,❌ Registro duplicado (CRÍTICO - ORD-001046_P-0077_2_7_3.76 ya existe en data limpia)
ORD-003558,3,P-0018,-7,2.76,0,ORD-003558_P-0018_3_-7_2.76,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-004421,5,P-0083,12,3.75,15,ORD-004421_P-0083_5_12_3.75,True,ORD-004421_P-0083_5_12_3.75,❌ Registro duplicado (CRÍTICO - ORD-004421_P-0083_5_12_3.75 ya existe en data limpia)
ORD-001889,1,P-0112,30,6.77,15,ORD-001889_P-0112_1_30_6.77,True,ORD-001889_P-0112_1_30_6.77,❌ Registro duplicado (CRÍTICO - ORD-001889_P-0112_1_30_6.77 ya existe en data limpia)
ORD-001644,6,P-0067,10,5.95,0,ORD-001644_P-0067_6_10_5.95,True,ORD-001644_P-0067_6_10_5.95,❌ Registro duplicado (CRÍTICO - ORD-001644_P-0067_6_10_5.95 ya existe en data limpia)
ORD-003452,2,P-0107,-7,5.03,10,ORD-003452_P-0107_2_-7_5.03,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-002422,1,P-0083,-6,3.7,0,ORD-002422_P-0083_1_-6_3.7,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-001708,3,P-0018,16,0.0,5,ORD-001708_P-0018_3_16_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004094,2,P-0049,25,2.33,0,ORD-004094_P-0049_2_25_2.33,True,ORD-004094_P-0049_2_25_2.33,❌ Registro duplicado (CRÍTICO - ORD-004094_P-0049_2_25_2.33 ya existe en data limpia)
ORD-000159,1,P-0024,14,0.0,15,ORD-000159_P-0024_1_14_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001373,2,P-0036,12,0.0,0,ORD-001373_P-0036_2_12_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001270,1,P-0076,1,2.22,8,ORD-001270_P-0076_1_1_2.22,True,ORD-001270_P-0076_1_1_2.22,❌ Registro duplicado (CRÍTICO - ORD-001270_P-0076_1_1_2.22 ya existe en data limpia)
ORD-004420,2,P-0116,30,0.0,15,ORD-004420_P-0116_2_30_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003332,1,P-0075,-12,5.68,0,ORD-003332_P-0075_1_-12_5.68,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-002981,1,P-0020,7,3.34,0,ORD-002981_P-0020_1_7_3.34,True,ORD-002981_P-0020_1_7_3.34,❌ Registro duplicado (CRÍTICO - ORD-002981_P-0020_1_7_3.34 ya existe en data limpia)
ORD-005167,4,P-0116,15,0.0,0,ORD-005167_P-0116_4_15_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002973,3,P-0041,46,6.89,15,ORD-002973_P-0041_3_46_6.89,True,ORD-002973_P-0041_3_46_6.89,❌ Registro duplicado (CRÍTICO - ORD-002973_P-0041_3_46_6.89 ya existe en data limpia)
ORD-000376,2,P-0050,40,4.49,15,ORD-000376_P-0050_2_40_4.49,True,ORD-000376_P-0050_2_40_4.49,❌ Registro duplicado (CRÍTICO - ORD-000376_P-0050_2_40_4.49 ya existe en data limpia)
ORD-004850,5,P-0033,42,7.81,5,ORD-004850_P-0033_5_42_7.81,True,ORD-004850_P-0033_5_42_7.81,❌ Registro duplicado (CRÍTICO - ORD-004850_P-0033_5_42_7.81 ya existe en data limpia)
ORD-005056,1,P-0049,36,0.0,8,ORD-005056_P-0049_1_36_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002720,2,P-0089,17,0.0,8,ORD-002720_P-0089_2_17_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001844,2,P-0007,33,0.0,8,ORD-001844_P-0007_2_33_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003330,1,P-0078,48,0.0,0,ORD-003330_P-0078_1_48_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001962,4,P-0103,48,3.69,0,ORD-001962_P-0103_4_48_3.69,True,ORD-001962_P-0103_4_48_3.69,❌ Registro duplicado (CRÍTICO - ORD-001962_P-0103_4_48_3.69 ya existe en data limpia)
ORD-000160,4,P-0082,4,0.0,5,ORD-000160_P-0082_4_4_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-005505,6,P-0040,-12,6.94,10,ORD-005505_P-0040_6_-12_6.94,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-001270,2,P-0049,9,2.45,15,ORD-001270_P-0049_2_9_2.45,True,ORD-001270_P-0049_2_9_2.45,❌ Registro duplicado (CRÍTICO - ORD-001270_P-0049_2_9_2.45 ya existe en data limpia)
ORD-004780,5,P-0014,-1,3.26,8,ORD-004780_P-0014_5_-1_3.26,False,,cantidad_unidades: debe ser > 0 (valor: -1)
ORD-005333,2,P-0062,-2,2.42,0,ORD-005333_P-0062_2_-2_2.42,False,,cantidad_unidades: debe ser > 0 (valor: -2)
ORD-004841,4,P-0119,-2,4.55,10,ORD-004841_P-0119_4_-2_4.55,False,,cantidad_unidades: debe ser > 0 (valor: -2)
