orden_id,linea,producto_id,cantidad_unidades,precio_unitario,descuento_pct
ORD-000867,3,P-0087,38,3.76,10
ORD-004784,1,P-0017,19,0.0,0
ORD-002947,2,P-0041,18,6.69,0
ORD-002755,1,P-0090,38,7.0,0
ORD-004362,1,P-0026,21,8.77,0
ORD-002813,1,P-0037,34,7.17,0
ORD-003224,2,P-0104,11,3.87,0
ORD-004326,2,P-0093,6,5.0,5
ORD-003496,1,P-0081,-1,7.38,5
ORD-002071,1,P-0104,42,0.0,0
ORD-000670,2,P-0066,45,2.76,0
ORD-003823,3,P-0079,17,6.88,15
ORD-001600,1,P-0090,11,7.06,0
ORD-003639,2,P-0008,44,3.78,8
ORD-001939,1,P-0030,42,2.25,0
ORD-001772,4,P-0075,5,5.81,15
ORD-000193,2,P-0085,16,7.56,0
ORD-005566,3,P-0102,25,3.43,10
ORD-004208,1,P-0030,45,2.32,0
ORD-002104,6,P-0087,15,3.57,10
ORD-002823,4,P-0024,36,3.28,8
ORD-000491,3,P-0013,9,2.88,15
ORD-005112,5,P-0058,41,6.17,8
ORD-003677,5,P-0093,13,5.1,0
ORD-001101,2,P-0028,8,7.06,8
ORD-005367,1,P-0083,15,3.82,5
ORD-003456,1,P-0063,12,4.89,15
ORD-005466,4,P-0088,23,4.49,0
ORD-000245,1,P-0025,22,2.98,5
ORD-004282,6,P-0118,28,4.52,0
ORD-000477,6,P-0053,34,7.64,0
ORD-001386,4,P-0070,3,1.48,0
ORD-001845,1,P-0084,1,4.2,0
ORD-003699,4,P-0086,33,6.88,0
ORD-001727,1,P-0119,7,4.37,5
ORD-002090,4,P-0016,1,5.08,0
ORD-000153,2,P-0999,13,2.9,10
ORD-003564,1,P-0102,45,3.15,0
ORD-005553,2,P-0078,30,8.18,8
ORD-003524,1,P-0020,13,3.43,15
ORD-003283,2,P-0028,41,6.67,10
ORD-002132,5,P-0085,19,7.15,8
ORD-001030,4,P-0046,14,3.16,0
ORD-000482,2,P-0044,26,1.9,0
ORD-001179,4,P-0068,43,1.45,0
ORD-003435,5,P-0081,30,7.45,10
ORD-001478,4,P-0998,30,2.35,8
ORD-000258,2,P-0097,10,5.85,8
ORD-005532,4,P-0103,9,3.57,0
ORD-004804,4,P-0069,48,1.41,15
ORD-001762,2,P-0032,41,6.12,5
ORD-003784,2,P-0119,36,4.47,0
ORD-003313,4,P-0011,46,1.61,5
ORD-001730,2,P-0119,26,4.63,5
ORD-000552,5,P-0040,12,6.66,0
ORD-000262,4,P-0069,40,1.49,15
ORD-004927,4,P-0116,37,4.01,10
ORD-000552,1,P-0099,34,4.59,15
ORD-002869,1,P-0085,37,7.35,0
ORD-001973,3,P-0012,35,0.0,15
ORD-005007,5,P-0030,6,2.27,8
ORD-002721,5,P-0051,21,4.59,0
ORD-001889,5,P-0097,34,0.0,10
ORD-002754,2,P-0054,43,4.93,5
ORD-001409,4,P-0008,41,3.56,0
ORD-001320,5,P-0096,1,5.16,15
ORD-002820,2,P-0086,9,6.7,0
ORD-003442,3,P-0068,14,1.44,0
ORD-001198,4,P-0064,45,6.1,0
ORD-004887,5,P-0074,5,6.86,15
ORD-003473,4,P-0044,18,1.89,0
ORD-000832,3,P-0092,27,6.24,15
ORD-005009,2,P-0011,39,1.62,8
ORD-000063,4,P-0117,18,4.22,0
ORD-001277,1,P-0117,34,4.3,15
ORD-000293,1,P-0073,40,5.21,0
ORD-000303,4,P-0042,40,2.49,0
ORD-004569,3,P-0092,11,6.0,5
ORD-000731,3,P-0006,30,5.01,0
ORD-000702,2,P-0045,47,5.81,8
ORD-005171,6,P-0087,18,0.0,0
ORD-005491,1,P-0015,47,3.46,0
ORD-004621,2,P-0042,33,2.41,8
ORD-001539,3,P-0052,41,3.59,0
ORD-001385,5,P-0016,5,5.11,0
ORD-004657,2,P-0085,5,7.38,15
ORD-001412,5,P-0011,9,1.52,10
ORD-001625,2,P-0047,37,6.72,10
ORD-001242,1,P-0039,41,6.65,0
ORD-003491,2,P-0096,39,5.34,10
ORD-005436,5,P-0098,46,4.64,15
ORD-002704,3,P-0120,6,4.65,5
ORD-002135,2,P-0058,36,6.2,8
ORD-002371,1,P-0089,34,6.72,5
ORD-004823,2,P-0012,41,3.13,8
ORD-005200,6,P-0078,45,8.43,10
ORD-001408,4,P-0032,6,6.23,0
ORD-002651,5,P-0090,14,6.83,10
ORD-004587,2,P-0116,1,3.87,5
ORD-000906,5,P-0057,33,7.07,5
ORD-003899,3,P-0022,32,1.7,5
ORD-005443,2,P-0056,29,4.88,15
ORD-001612,4,P-0105,36,3.9,15
ORD-000998,6,P-0018,30,2.81,0
ORD-003100,4,P-0053,13,7.53,0
ORD-003334,3,P-0071,44,8.61,0
ORD-000708,1,P-0049,4,2.35,15
ORD-003835,2,P-0033,4,7.95,15
ORD-003255,2,P-0009,31,3.81,0
ORD-004000,4,P-0097,48,0.0,0
ORD-000016,2,P-0081,20,7.35,0
ORD-000318,1,P-0025,15,3.08,0
ORD-003957,3,P-0052,36,3.78,10
ORD-000320,1,P-0014,13,3.32,0
ORD-005280,1,P-0087,25,3.47,15
ORD-000069,4,P-0018,12,2.79,0
ORD-002077,3,P-0104,38,3.99,0
ORD-001074,5,P-0101,34,4.66,5
ORD-002885,1,P-0013,23,2.68,5
ORD-002840,2,P-0048,39,1.71,5
ORD-000113,2,P-0104,5,3.73,0
ORD-000936,3,P-0119,20,4.54,8
ORD-005198,5,P-0043,13,4.96,10
ORD-003354,3,P-0033,16,7.56,0
ORD-002669,1,P-0025,39,2.92,0
ORD-002638,4,P-0077,15,3.69,15
ORD-004661,2,P-0101,30,4.57,0
ORD-003864,5,P-0027,40,3.95,0
ORD-001711,4,P-0080,19,4.63,10
ORD-000839,3,P-0043,16,4.93,0
ORD-002220,2,P-0031,47,3.07,15
ORD-005198,4,P-0093,38,4.93,0
ORD-001856,1,P-0019,4,0.0,0
ORD-000947,4,P-0057,8,6.77,5
ORD-001542,1,P-0041,10,6.43,0
ORD-001843,5,P-0029,48,2.84,8
ORD-000539,4,P-0061,39,5.04,0
ORD-002351,1,P-0019,7,3.47,5
ORD-001219,4,P-0020,22,3.41,0
ORD-002624,4,P-0057,40,7.28,8
ORD-002253,2,P-0071,29,8.33,0
ORD-003635,4,P-0098,30,4.56,8
ORD-004397,4,P-0035,47,5.99,15
ORD-005084,1,P-0119,36,4.28,15
ORD-000082,2,P-0003,13,4.52,8
ORD-001116,3,P-0044,5,1.85,0
ORD-000055,5,P-0047,48,6.44,0
ORD-005116,2,P-0087,1,3.5,0
ORD-001229,3,P-0076,29,2.32,0
ORD-001741,5,P-0109,6,6.41,5
ORD-002003,4,P-0032,22,6.42,5
ORD-003398,2,P-0018,23,2.87,0
ORD-003281,3,P-0011,17,1.53,8
ORD-003489,2,P-0107,31,5.33,5
ORD-004348,2,P-0082,47,5.54,0
ORD-005546,4,P-0012,22,3.07,8
ORD-002825,2,P-0059,4,6.2,10
ORD-004923,4,P-0116,38,4.03,0
ORD-001779,2,P-0108,19,2.23,0
ORD-001762,5,P-0083,22,3.61,0
ORD-003390,3,P-0062,29,2.55,15
ORD-001464,3,P-0037,27,7.27,10
ORD-003076,1,P-0093,42,5.23,0
ORD-000184,2,P-0116,31,4.06,0
ORD-003185,5,P-0101,28,4.79,5
ORD-005636,2,P-0020,30,3.52,0
ORD-004632,3,P-0005,45,6.26,8
ORD-003830,1,P-0055,10,5.19,10
ORD-004113,3,P-0076,28,0.0,0
ORD-001977,2,P-0040,23,6.56,15
ORD-002132,2,P-0094,25,0.0,15
ORD-002140,4,P-0079,41,6.32,0
ORD-003603,1,P-0110,5,4.22,5
ORD-003721,3,P-0026,21,8.47,10
ORD-004707,5,P-0014,5,3.19,0
ORD-002110,1,P-0020,42,3.5,0
ORD-002225,3,P-0030,23,2.43,15
ORD-004722,1,P-0078,45,8.48,0
ORD-002928,2,P-0001,45,7.33,0
ORD-002094,4,P-0107,15,5.33,10
ORD-003356,5,P-0047,46,6.74,5
ORD-005152,5,P-0016,33,4.93,15
ORD-003773,2,P-0044,35,1.88,15
ORD-005033,4,P-0115,2,2.6,0
ORD-002043,3,P-0040,33,6.41,8
ORD-000343,1,P-0066,45,2.79,0
ORD-003149,1,P-0019,25,3.7,15
ORD-003195,1,P-0092,20,6.09,5
ORD-001177,4,P-0093,10,4.97,5
ORD-001194,4,P-0058,44,6.24,5
ORD-002589,2,P-0098,7,4.5,8
ORD-001274,1,P-0036,44,3.09,5
ORD-001790,1,P-0092,11,6.14,15
ORD-005338,4,P-0109,29,6.4,0
ORD-005208,1,P-0084,21,4.18,8
ORD-003504,1,P-0064,41,6.33,0
ORD-005473,4,P-0059,13,6.46,0
ORD-003019,1,P-0040,25,6.73,15
ORD-000261,3,P-0062,17,2.49,0
ORD-002209,4,P-0043,44,4.69,10
ORD-001521,2,P-0052,29,3.61,8
ORD-002087,2,P-0081,5,7.22,8
ORD-000529,4,P-0075,20,5.53,0
ORD-001481,1,P-0078,8,8.33,10
ORD-000428,2,P-0071,13,8.63,0
ORD-003741,2,P-0098,48,4.63,5
ORD-004421,1,P-0098,44,4.3,10
ORD-000888,4,P-0079,44,0.0,0
ORD-001015,2,P-0079,40,6.37,8
ORD-001064,4,P-0091,40,3.42,0
ORD-000305,2,P-0020,46,3.29,0
ORD-000111,3,P-0110,48,4.26,10
ORD-000716,3,P-0044,4,1.87,0
ORD-004724,1,P-0076,3,2.44,5
ORD-002296,2,P-0074,41,6.67,0
ORD-003386,1,P-0017,31,3.33,0
ORD-005217,2,P-0054,32,4.78,0
ORD-003062,4,P-0063,12,4.71,0
ORD-005053,6,P-0098,22,4.73,0
ORD-001305,3,P-0027,28,3.84,5
ORD-003354,4,P-0021,26,3.74,15
ORD-001045,1,P-0085,5,7.11,8
ORD-001565,1,P-0097,12,5.94,0
ORD-003339,2,P-0113,17,2.73,0
ORD-003183,1,P-0078,24,8.38,0
ORD-004315,1,P-0025,40,3.02,0
ORD-000235,1,P-0099,48,4.57,0
ORD-003989,1,P-0117,11,4.53,0
ORD-000204,2,P-0026,29,8.4,15
ORD-001513,6,P-0028,25,6.63,0
ORD-003022,2,P-0064,39,6.1,0
ORD-003865,1,P-0035,37,6.32,15
ORD-000432,2,P-0078,47,8.39,0
ORD-004785,1,P-0099,12,4.27,15
ORD-000396,1,P-0006,3,4.98,15
ORD-003722,4,P-0011,35,1.58,10
ORD-001945,5,P-0066,12,2.66,0
ORD-005155,4,P-0017,21,3.48,0
ORD-004624,4,P-0089,36,6.69,0
ORD-000857,3,P-0107,47,5.11,10
ORD-005462,5,P-0051,46,4.64,15
ORD-000964,3,P-0077,27,3.68,15
ORD-004984,1,P-0062,11,2.5,0
ORD-000304,3,P-0027,48,3.67,0
ORD-004098,3,P-0072,37,2.75,8
ORD-003733,1,P-0015,6,3.42,8
ORD-004052,5,P-0052,33,3.6,0
ORD-002385,4,P-0091,43,3.46,15
ORD-005387,5,P-0030,42,2.38,0
ORD-002164,3,P-0103,12,3.41,0
ORD-000981,2,P-0099,10,4.33,0
ORD-001020,1,P-0107,33,5.38,0
ORD-000702,4,P-0118,42,4.85,10
ORD-002871,2,P-0030,45,2.42,8
ORD-005164,5,P-0118,4,4.54,8
ORD-002636,4,P-0075,6,5.39,0
ORD-003336,1,P-0039,7,6.41,0
ORD-005188,4,P-0007,29,3.76,0
ORD-005051,3,P-0092,31,5.87,0
ORD-000639,2,P-0103,31,3.54,5
ORD-001976,4,P-0080,40,4.42,5
ORD-004130,1,P-0104,30,3.96,0
ORD-004774,4,P-0024,44,3.17,0
ORD-003842,6,P-0041,29,6.76,8
ORD-004181,1,P-0011,16,1.54,8
ORD-003797,1,P-0084,19,4.18,0
ORD-003511,4,P-0041,39,6.51,8
ORD-000072,1,P-0078,48,0.0,10
ORD-002497,4,P-0030,12,2.25,10
ORD-002294,4,P-0053,4,0.0,0
ORD-003613,1,P-0107,43,5.42,0
ORD-003532,1,P-0039,42,6.48,8
ORD-004524,3,P-0043,2,4.52,0
ORD-005142,4,P-0026,40,8.87,0
ORD-000479,5,P-0116,2,3.83,8
ORD-005530,1,P-0076,23,2.41,5
ORD-004894,3,P-0098,29,4.63,0
ORD-001048,3,P-0060,10,4.37,0
ORD-005235,3,P-0068,12,1.48,15
ORD-003197,1,P-0030,3,2.29,5
ORD-002590,1,P-0032,1,6.35,10
ORD-000459,2,P-0013,1,2.89,15
ORD-004489,5,P-0073,37,5.18,0
ORD-000092,1,P-0078,8,7.91,0
ORD-005301,3,P-0088,46,4.44,0
ORD-003723,2,P-0111,46,3.62,0
ORD-000950,4,P-0109,9,6.15,15
ORD-003023,4,P-0035,38,6.16,0
ORD-001411,1,P-0090,36,6.99,10
ORD-002380,1,P-0060,5,4.35,0
ORD-003552,2,P-0111,3,3.92,15
ORD-003397,4,P-0089,35,6.52,5
ORD-002939,1,P-0098,43,4.51,5
ORD-000799,2,P-0063,36,5.11,0
ORD-004130,3,P-0043,42,0.0,15
ORD-000962,5,P-0087,30,3.81,0
ORD-003618,3,P-0105,45,4.0,10
ORD-002274,4,P-0080,28,4.27,0
ORD-000836,4,P-0099,6,4.21,8
ORD-002710,5,P-0113,18,2.77,8
ORD-001880,3,P-0106,44,4.16,0
ORD-003786,2,P-0050,24,4.2,0
ORD-004135,2,P-0063,33,4.81,10
ORD-004827,2,P-0120,6,4.65,0
ORD-003595,5,P-0084,25,4.1,8
ORD-005165,4,P-0092,21,6.34,10
ORD-003434,1,P-0028,42,6.75,15
ORD-001584,1,P-0069,40,1.48,15
ORD-002252,1,P-0054,45,4.98,8
ORD-000020,3,P-0055,30,5.05,15
ORD-005144,5,P-0029,48,2.68,0
ORD-005525,3,P-0102,29,3.35,15
ORD-002402,3,P-0086,41,6.38,15
ORD-004530,3,P-0073,11,5.04,0
ORD-004657,5,P-0021,20,3.7,15
ORD-001427,3,P-0037,33,0.0,0
ORD-000584,2,P-0002,42,8.12,0
ORD-005110,3,P-0075,44,5.76,15
ORD-005278,3,P-0102,3,3.35,0
ORD-002074,1,P-0089,40,6.59,0
ORD-002591,3,P-0011,22,1.62,0
ORD-001548,2,P-0104,20,4.04,15
ORD-003227,3,P-0011,35,1.56,0
ORD-001156,1,P-0045,12,5.87,15
ORD-000671,3,P-0046,5,2.95,0
ORD-003533,2,P-0102,25,3.41,0
ORD-003476,3,P-0114,11,4.0,10
ORD-004342,5,P-0018,23,2.89,0
ORD-000645,4,P-0071,27,8.34,10
ORD-004342,1,P-0048,7,1.58,0
ORD-002827,1,P-0101,43,4.71,0
ORD-001605,2,P-0013,35,2.77,0
ORD-002220,1,P-0086,6,6.36,0
ORD-001938,3,P-0088,17,4.56,0
ORD-004494,5,P-0002,27,8.59,0
ORD-001756,3,P-0020,44,3.48,5
ORD-005295,4,P-0018,45,2.92,0
ORD-004609,3,P-0112,10,6.32,10
ORD-001656,1,P-0044,3,1.94,8
ORD-002964,3,P-0024,30,3.07,0
ORD-001155,4,P-0108,23,2.24,0
ORD-002876,3,P-0091,23,3.4,0
ORD-004497,3,P-0030,26,2.28,15
ORD-001005,5,P-0017,21,3.31,0
ORD-000900,3,P-0033,37,7.68,0
ORD-005308,2,P-0048,40,1.64,5
ORD-000015,5,P-0102,27,3.45,8
ORD-004644,2,P-0048,18,1.67,5
ORD-003915,3,P-0048,18,1.62,0
ORD-002561,4,P-0062,1,2.53,0
ORD-003548,1,P-0115,35,2.66,0
ORD-004701,2,P-0046,30,2.94,8
ORD-002576,1,P-0052,41,3.77,0
ORD-002094,3,P-0053,33,7.56,5
ORD-001628,3,P-0012,2,3.08,15
ORD-005363,2,P-0048,44,1.64,0
ORD-000489,4,P-0108,3,2.16,5
ORD-001807,1,P-0083,35,3.5,10
ORD-001314,2,P-0028,19,6.98,0
ORD-004936,2,P-0039,1,6.65,0
ORD-002406,3,P-0036,8,3.16,0
ORD-004700,6,P-0103,34,3.5,0
ORD-001054,2,P-0049,38,2.35,5
ORD-000155,2,P-0076,28,2.22,10
ORD-003158,4,P-0066,35,2.68,8
ORD-002401,3,P-0092,11,0.0,15
ORD-001646,1,P-0102,27,3.24,5
ORD-003787,1,P-0073,38,5.32,15
ORD-003217,4,P-0023,4,2.31,0
ORD-005110,4,P-0046,6,3.08,0
ORD-004072,4,P-0107,18,4.98,10
ORD-002908,1,P-0014,3,3.21,8
ORD-004852,4,P-0067,9,6.2,0
ORD-000499,4,P-0063,13,5.07,0
ORD-001356,3,P-0061,15,5.08,15
ORD-000422,2,P-0109,10,6.32,0
ORD-000993,3,P-0021,8,3.6,0
ORD-002376,3,P-0085,42,7.42,10
ORD-001691,4,P-0089,40,6.78,0
ORD-000567,3,P-0032,7,6.29,8
ORD-005230,3,P-0044,21,1.85,10
ORD-001458,1,P-0089,27,6.57,8
ORD-002730,2,P-0041,32,6.91,15
ORD-003523,2,P-0033,47,7.97,15
ORD-000029,2,P-0046,44,3.08,0
ORD-002978,6,P-0019,33,3.68,0
ORD-001899,1,P-0038,15,5.75,15
ORD-005235,2,P-0047,47,6.96,0
ORD-000472,1,P-0096,5,4.98,0
ORD-001905,3,P-0118,22,4.65,0
ORD-005554,3,P-0106,39,4.39,0
ORD-003207,3,P-0094,10,5.63,5
ORD-002122,4,P-0019,33,3.6,0
ORD-004521,3,P-0036,30,3.25,15
ORD-002031,5,P-0043,47,4.75,10
ORD-000322,3,P-0106,15,4.41,0
ORD-000961,2,P-0075,10,5.81,8
ORD-000222,2,P-0079,31,6.69,0
ORD-002092,2,P-0071,35,8.42,10
ORD-001436,3,P-0087,22,3.72,0
ORD-005355,1,P-0032,45,6.48,0
ORD-001787,3,P-0046,43,3.1,15
ORD-005516,2,P-0052,39,3.89,0
ORD-000750,1,P-0084,37,4.02,5
ORD-004650,5,P-0115,15,2.84,10
ORD-003481,1,P-0083,30,3.5,0
ORD-000555,2,P-0049,29,2.43,0
ORD-001842,2,P-0053,21,7.58,0
ORD-002457,3,P-0118,20,4.8,8
ORD-000893,5,P-0109,20,6.36,15
ORD-003289,1,P-0064,6,5.99,5
ORD-000120,3,P-0009,45,3.95,0
ORD-001711,2,P-0079,25,6.42,0
ORD-004477,2,P-0036,48,0.0,0
ORD-003617,2,P-0074,20,6.91,0
ORD-000836,1,P-0061,29,5.39,0
ORD-003578,1,P-0023,16,2.48,0
ORD-005045,2,P-0048,33,1.65,0
ORD-002484,4,P-0020,6,3.27,0
ORD-000631,1,P-0085,43,7.53,0
ORD-001380,6,P-0043,44,4.93,10
ORD-001749,5,P-0067,12,6.37,5
ORD-004371,4,P-0059,2,6.56,0
ORD-002868,1,P-0070,48,1.48,8
ORD-005239,1,P-0044,35,1.81,0
ORD-000482,5,P-0047,37,6.97,8
ORD-005012,4,P-0052,43,3.93,5
ORD-005503,3,P-0091,20,3.38,0
ORD-002705,4,P-0066,8,2.89,15
ORD-003193,2,P-0067,25,5.96,0
ORD-000499,5,P-0998,31,2.3,0
ORD-001357,3,P-0094,11,5.61,10
ORD-004235,4,P-0036,4,2.99,0
ORD-000910,1,P-0089,47,6.86,8
ORD-004168,3,P-0101,6,4.86,0
ORD-004272,2,P-0039,30,6.42,5
ORD-001298,1,P-0049,19,2.33,0
ORD-000625,1,P-0120,23,4.77,0
ORD-004707,4,P-0059,36,6.64,0
ORD-000482,3,P-0019,25,3.61,0
ORD-001347,3,P-0093,1,5.35,0
ORD-000256,1,P-0081,39,7.48,0
ORD-005588,6,P-0062,44,2.33,8
ORD-004849,1,P-0069,19,1.41,15
ORD-000787,3,P-0003,26,4.6,8
ORD-000890,2,P-0999,35,2.96,0
ORD-005502,3,P-0076,48,2.31,8
ORD-002732,1,P-0044,23,1.83,0
ORD-004542,3,P-0073,6,5.1,0
ORD-004470,3,P-0059,3,6.3,5
ORD-002674,5,P-0016,30,5.36,8
ORD-000234,1,P-0082,41,5.03,10
ORD-004884,5,P-0085,1,7.72,0
ORD-002405,3,P-0077,35,3.63,0
ORD-000715,4,P-0095,35,4.08,15
ORD-000664,1,P-0040,-9,6.65,0
ORD-000700,2,P-0111,8,3.84,5
ORD-005363,1,P-0075,39,5.51,0
ORD-000434,4,P-0076,25,2.31,0
ORD-001705,1,P-0088,18,4.34,0
ORD-000517,5,P-0105,17,4.13,0
ORD-005497,2,P-0075,29,5.43,0
ORD-003938,3,P-0057,30,6.83,0
ORD-001801,1,P-0056,30,4.9,0
ORD-005550,1,P-0034,25,8.1,0
ORD-003131,1,P-0078,21,7.98,5
ORD-000864,4,P-0041,15,6.85,15
ORD-004367,3,P-0053,23,7.25,0
ORD-002262,3,P-0071,35,8.61,15
ORD-000046,3,P-0024,30,3.26,8
ORD-002291,5,P-0113,28,2.56,0
ORD-003336,2,P-0056,42,4.9,8
ORD-004656,3,P-0044,5,1.94,5
ORD-000467,2,P-0016,34,5.06,0
ORD-002874,5,P-0113,43,2.7,0
ORD-001935,1,P-0104,37,3.85,0
ORD-003549,3,P-0034,14,7.39,5
ORD-003859,3,P-0012,33,3.11,0
ORD-001744,2,P-0109,42,6.49,0
ORD-003428,1,P-0025,43,3.06,0
ORD-003403,2,P-0098,1,4.65,10
ORD-005298,4,P-0109,28,6.31,5
ORD-001271,2,P-0051,19,4.51,5
ORD-003346,1,P-0105,44,3.87,0
ORD-000876,2,P-0072,46,2.74,0
ORD-002238,1,P-0039,28,6.57,0
ORD-005160,4,P-0076,39,2.36,8
ORD-001647,4,P-0028,19,7.26,5
ORD-004101,2,P-0033,15,7.59,10
ORD-005206,1,P-0117,11,4.24,5
ORD-005007,4,P-0111,20,3.61,15
ORD-005170,1,P-0044,4,1.81,0
ORD-003758,2,P-0021,34,3.59,10
ORD-000998,1,P-0005,13,6.17,15
ORD-005204,3,P-0058,26,5.89,0
ORD-002555,2,P-0018,35,2.94,5
ORD-000627,1,P-0997,5,5.85,15
ORD-001209,1,P-0013,14,2.87,8
ORD-003834,2,P-0091,44,3.44,10
ORD-003521,5,P-0002,45,8.47,5
ORD-001961,2,P-0077,9,3.6,5
ORD-002450,4,P-0037,34,7.58,8
ORD-000187,2,P-0014,3,3.4,10
ORD-000951,4,P-0094,32,5.69,8
ORD-004241,2,P-0048,19,1.61,0
ORD-004258,4,P-0003,9,4.38,0
ORD-003235,4,P-0065,32,6.09,15
ORD-001088,4,P-0004,36,5.64,10
ORD-005310,5,P-0020,23,3.32,0
ORD-004684,2,P-0015,40,3.48,10
ORD-000745,2,P-0070,26,1.62,10
ORD-003296,5,P-0072,30,2.88,8
ORD-003144,1,P-0037,36,6.95,0
ORD-001728,1,P-0113,42,2.8,0
ORD-000329,4,P-0009,29,4.03,10
ORD-001004,1,P-0072,21,2.71,0
ORD-001489,6,P-0019,14,3.52,5
ORD-005326,2,P-0025,29,2.97,5
ORD-005076,2,P-0026,14,8.12,0
ORD-001906,1,P-0025,10,3.03,10
ORD-004558,2,P-0084,24,3.92,0
ORD-001632,2,P-0025,25,3.12,8
ORD-000963,4,P-0028,20,7.22,0
ORD-002307,1,P-0070,1,1.54,0
ORD-004274,2,P-0001,3,7.15,0
ORD-000903,6,P-0048,44,1.69,0
ORD-005391,3,P-0107,41,4.95,0
ORD-005386,2,P-0103,31,3.58,15
ORD-003194,1,P-0014,27,3.09,0
ORD-000338,1,P-0036,45,3.13,8
ORD-002016,1,P-0067,31,6.24,0
ORD-004824,4,P-0080,1,4.65,0
ORD-001362,2,P-0079,14,6.34,0
ORD-001470,2,P-0007,29,3.51,5
ORD-002768,1,P-0075,18,5.5,5
ORD-003756,3,P-0088,18,4.46,0
ORD-004688,2,P-0047,3,6.68,0
ORD-002411,2,P-0019,5,3.43,0
ORD-004172,1,P-0038,39,5.5,8
ORD-002287,4,P-0021,27,3.78,0
ORD-004823,1,P-0039,25,6.93,0
ORD-001117,3,P-0080,43,4.54,0
ORD-004776,1,P-0060,35,4.36,5
ORD-001070,4,P-0055,9,5.13,0
ORD-002496,1,P-0060,25,4.33,0
ORD-002096,1,P-0108,37,2.11,0
ORD-003896,2,P-0041,39,6.66,0
ORD-005279,1,P-0008,16,3.81,0
ORD-003511,2,P-0002,2,8.4,8
ORD-000185,2,P-0116,13,4.05,5
ORD-005522,2,P-0032,35,6.28,0
ORD-000675,4,P-0004,29,0.0,0
ORD-003502,3,P-0054,9,4.98,0
ORD-003834,1,P-0074,29,7.32,5
ORD-001763,4,P-0004,47,5.7,0
ORD-003752,1,P-0041,27,6.86,0
ORD-000080,5,P-0058,45,6.3,0
ORD-004660,2,P-0016,14,5.15,10
ORD-000812,5,P-0042,10,2.56,15
ORD-000543,1,P-0078,28,8.02,0
ORD-001833,4,P-0075,1,5.42,5
ORD-001837,4,P-0031,41,3.08,10
ORD-001978,1,P-0090,6,7.46,0
ORD-002011,1,P-0068,7,1.56,5
ORD-000799,3,P-0071,23,8.9,0
ORD-000515,1,P-0058,43,6.13,0
ORD-003656,1,P-0027,24,3.68,0
ORD-005338,6,P-0032,12,0.0,0
ORD-002040,2,P-0046,38,0.0,0
ORD-003514,1,P-0106,4,4.43,5
ORD-000326,3,P-0081,31,7.24,0
ORD-001687,1,P-0045,3,6.05,0
ORD-001445,1,P-0104,41,3.86,5
ORD-000370,3,P-0081,48,7.0,15
ORD-000729,2,P-0094,5,5.6,0
ORD-000195,5,P-0025,11,3.11,5
ORD-003728,2,P-0053,8,7.26,15
ORD-001890,1,P-0030,11,2.44,0
ORD-001318,3,P-0065,45,5.99,15
ORD-001712,1,P-0042,18,2.6,15
ORD-002084,3,P-0108,16,2.2,15
ORD-000258,6,P-0038,1,5.48,10
ORD-001760,4,P-0053,24,7.32,8
ORD-005305,2,P-0057,48,7.23,10
ORD-005333,4,P-0007,33,3.56,5
ORD-000808,2,P-0036,6,3.07,0
ORD-005411,3,P-0045,39,6.15,0
ORD-003299,4,P-0006,25,5.0,0
ORD-000036,2,P-0071,32,0.0,5
ORD-003465,3,P-0015,14,3.36,0
ORD-000692,5,P-0061,16,5.25,0
ORD-000455,6,P-0065,16,5.94,5
ORD-003304,1,P-0045,8,6.31,0
ORD-002560,6,P-0039,1,6.38,5
ORD-004607,1,P-0045,36,5.78,0
ORD-003868,1,P-0083,34,3.77,15
ORD-001160,5,P-0020,39,3.25,0
ORD-005244,3,P-0052,27,3.64,10
ORD-001263,2,P-0067,35,6.25,15
ORD-004152,2,P-0093,45,5.13,10
ORD-000033,1,P-0009,35,4.09,0
ORD-005500,4,P-0095,34,4.01,0
ORD-002676,2,P-0107,23,5.09,0
ORD-001024,2,P-0031,6,3.01,8
ORD-001696,5,P-0047,20,6.71,15
ORD-003207,1,P-0022,34,1.69,10
ORD-003772,4,P-0074,30,6.89,0
ORD-000912,4,P-0035,44,6.34,5
ORD-002012,1,P-0061,46,4.99,0
ORD-000356,2,P-0098,25,4.45,5
ORD-002042,1,P-0061,33,5.09,0
ORD-000737,2,P-0002,41,8.39,0
ORD-001121,4,P-0093,37,4.9,0
ORD-004152,3,P-0047,28,6.47,15
ORD-005120,3,P-0053,48,7.72,0
ORD-000359,1,P-0106,15,4.45,0
ORD-002842,2,P-0066,19,2.75,8
ORD-001013,4,P-0068,26,1.46,0
ORD-002651,4,P-0001,41,7.73,5
ORD-002015,1,P-0029,27,2.84,5
ORD-005268,2,P-0028,34,6.85,15
ORD-005592,1,P-0043,48,4.73,0
ORD-001213,4,P-0095,36,3.86,0
ORD-003875,1,P-0047,12,6.72,10
ORD-005352,4,P-0104,48,4.06,0
ORD-005424,3,P-0068,13,1.52,0
ORD-001773,1,P-0099,19,4.38,0
ORD-004535,3,P-0102,8,3.42,0
ORD-001997,2,P-0003,9,4.67,0
ORD-003857,2,P-0070,7,1.56,15
ORD-004068,1,P-0096,12,5.14,5
ORD-001689,2,P-0045,6,5.89,0
ORD-003943,1,P-0006,38,0.0,8
ORD-001200,3,P-0092,15,6.21,10
